symbol	ensembl_id
CAPN6	ENSG00000077274
DCX	ENSG00000077279
SPAG6	ENSG00000077327
TYR	ENSG00000077498
ACTN2	ENSG00000077522
FKBP6	ENSG00000077800
SMC1B	ENSG00000077935
LAMP3	ENSG00000078081
ADCY2	ENSG00000078295
RBFOX1	ENSG00000078328
HOXA9	ENSG00000078399
ZCWPW1	ENSG00000078487
ADCYAP1R1	ENSG00000078549
FGF20	ENSG00000078579
BRINP1	ENSG00000078725
PKD2L2	ENSG00000078795
MYH7B	ENSG00000078814
BPIFB2	ENSG00000078898
TP73	ENSG00000078900
CLUL1	ENSG00000079101
CDH17	ENSG00000079112
OSBPL6	ENSG00000079156
AFM	ENSG00000079557
SCGN	ENSG00000079689
RIMS1	ENSG00000079841
MOXD1	ENSG00000079931
DDX43	ENSG00000080007
PTPRH	ENSG00000080031
DCT	ENSG00000080166
EPHA6	ENSG00000080224
SCTR	ENSG00000080293
SLC4A4	ENSG00000080493
RDH8	ENSG00000080511
MID2	ENSG00000080561
DNAAF6	ENSG00000080572
COL5A3	ENSG00000080573
SRCAP	ENSG00000080603
CPB2	ENSG00000080618
CHRNA3	ENSG00000080644
KCNN2	ENSG00000080709
IGSF9B	ENSG00000080854
CFHR2	ENSG00000080910
CXCL2	ENSG00000081041
COL4A4	ENSG00000081052
CDH7	ENSG00000081138
IMPG2	ENSG00000081148
ARG2	ENSG00000081181
CACNA1S	ENSG00000081248
LRP2	ENSG00000081479
AACS	ENSG00000081760
SLC13A1	ENSG00000081800
PCDHB4	ENSG00000081818
PCDHA6	ENSG00000081842
PCDHGA2	ENSG00000081853
IL12RB2	ENSG00000081985
MPP4	ENSG00000082126
PGR	ENSG00000082175
C1QTNF3	ENSG00000082196
COL19A1	ENSG00000082293
KCNK2	ENSG00000082482
SERTAD4	ENSG00000082497
OPRK1	ENSG00000082556
SEMA5B	ENSG00000082684
TRPM3	ENSG00000083067
ENSG00000083622	ENSG00000083622
EPYC	ENSG00000083782
ZNF671	ENSG00000083814
ZNF416	ENSG00000083817
ZNF586	ENSG00000083828
HAL	ENSG00000084110
SLCO1A2	ENSG00000084453
APOB	ENSG00000084674
EFR3B	ENSG00000084710
GCKR	ENSG00000084734
CAD	ENSG00000084774
BCORL1	ENSG00000085185
OVGP1	ENSG00000085465
IGSF9	ENSG00000085552
WNT11	ENSG00000085741
TTC39A	ENSG00000085831
ORC1	ENSG00000085840
RAD54L	ENSG00000085999
AQP6	ENSG00000086159
EPDR1	ENSG00000086289
HBQ1	ENSG00000086506
CEACAM6	ENSG00000086548
FAT2	ENSG00000086570
HSD17B2	ENSG00000086696
PPEF1	ENSG00000086717
MYBPC2	ENSG00000086967
ACHE	ENSG00000087085
TMPRSS11E	ENSG00000087128
MT3	ENSG00000087250
GNAO1	ENSG00000087258
L2HGDH	ENSG00000087299
PTHLH	ENSG00000087494
PHACTR3	ENSG00000087495
AURKA	ENSG00000087586
GP6	ENSG00000088053
DNMT3B	ENSG00000088305
TPX2	ENSG00000088325
SLC15A1	ENSG00000088386
DOCK3	ENSG00000088538
C3orf18	ENSG00000088543
ARHGAP28	ENSG00000088756
DEFB127	ENSG00000088782
SLC4A11	ENSG00000088836
ZNF343	ENSG00000088876
CPXM1	ENSG00000088882
F11	ENSG00000088926
SIRPG	ENSG00000089012
DZANK1	ENSG00000089091
CFAP61	ENSG00000089101
LHX5	ENSG00000089116
RPH3A	ENSG00000089169
CHGB	ENSG00000089199
TBX5	ENSG00000089225
NOS1	ENSG00000089250
CMTM1	ENSG00000089505
KCNH4	ENSG00000089558
BIRC5	ENSG00000089685
LAG3	ENSG00000089692
ANKRD24	ENSG00000089847
SI	ENSG00000090402
FETUB	ENSG00000090512
THPO	ENSG00000090534
KIF4A	ENSG00000090889
PLEKHG2	ENSG00000090924
PITPNM2	ENSG00000090975
POU4F3	ENSG00000091010
NLRC4	ENSG00000091106
LAMB4	ENSG00000091128
NRCAM	ENSG00000091129
SLC26A4	ENSG00000091137
SLC26A3	ENSG00000091138
IL5RA	ENSG00000091181
ABCC6	ENSG00000091262
SMPX	ENSG00000091482
MYO15A	ENSG00000091536
PITPNM3	ENSG00000091622
ORC6	ENSG00000091651
ZFHX4	ENSG00000091656
SLC17A6	ENSG00000091664
CPA1	ENSG00000091704
RGS17	ENSG00000091844
CMA1	ENSG00000092009
JPH4	ENSG00000092051
MYH7	ENSG00000092054
CEBPE	ENSG00000092067
RNF31	ENSG00000092098
RPGRIP1	ENSG00000092200
TGM1	ENSG00000092295
DAZL	ENSG00000092345
TBL1Y	ENSG00000092377
TYRO3	ENSG00000092445
CAPN3	ENSG00000092529
TBX15	ENSG00000092607
COL9A3	ENSG00000092758
TEKT2	ENSG00000092850
VNN3P	ENSG00000093134
OR1I1	ENSG00000094661
GABRP	ENSG00000094755
KRT31	ENSG00000094796
CDC6	ENSG00000094804
NXPE1	ENSG00000095110
EPB41L4B	ENSG00000095203
WHRN	ENSG00000095397
PDE6C	ENSG00000095464
SEMA4G	ENSG00000095539
TLL2	ENSG00000095587
CYP26A1	ENSG00000095596
TDRD1	ENSG00000095627
IL11	ENSG00000095752
MYO3A	ENSG00000095777
TPSD1	ENSG00000095917
SMIM24	ENSG00000095932
KCNK16	ENSG00000095981
CRISP3	ENSG00000096006
PGC	ENSG00000096088
NCR2	ENSG00000096264
MLN	ENSG00000096395
ITPR3	ENSG00000096433
ZNF184	ENSG00000096654
CDC7	ENSG00000097046
SYDE2	ENSG00000097096
CATSPERG	ENSG00000099338
STX1B	ENSG00000099365
MAGEB2	ENSG00000099399
EFNA2	ENSG00000099617
CBARP	ENSG00000099625
PCDH11Y	ENSG00000099715
AMELY	ENSG00000099721
CEP170B	ENSG00000099814
HCN2	ENSG00000099822
CDHR5	ENSG00000099834
IZUMO4	ENSG00000099840
MADCAM1	ENSG00000099866
IGF2-AS	ENSG00000099869
SERPIND1	ENSG00000099937
CECR2	ENSG00000099954
P2RX6	ENSG00000099957
DERL3	ENSG00000099958
SLC7A4	ENSG00000099960
DDTL	ENSG00000099974
SEC14L2	ENSG00000100003
SEC14L3	ENSG00000100012
PRODH	ENSG00000100033
TOP3B	ENSG00000100038
CRYBB3	ENSG00000100053
PLA2G3	ENSG00000100078
SEZ6L	ENSG00000100095
ENSG00000100101	ENSG00000100101
GGTLC2	ENSG00000100121
SOX10	ENSG00000100146
SLC16A8	ENSG00000100156
CENPM	ENSG00000100162
SEPTIN3	ENSG00000100167
SLC5A1	ENSG00000100170
SLC5A4	ENSG00000100191
KDELR3	ENSG00000100196
CYP2D6	ENSG00000100197
DMC1	ENSG00000100206
RSPH14	ENSG00000100218
RAB36	ENSG00000100228
C22orf31	ENSG00000100249
MIOX	ENSG00000100253
NEFH	ENSG00000100285
CHKB	ENSG00000100288
APOBEC3H	ENSG00000100298
RASD2	ENSG00000100302
ACR	ENSG00000100312
CABP7	ENSG00000100314
PNPLA5	ENSG00000100341
PNPLA3	ENSG00000100344
CACNA1I	ENSG00000100346
UPK3A	ENSG00000100373
MLC1	ENSG00000100427
KCNK10	ENSG00000100433
CTSG	ENSG00000100448
PRMT5	ENSG00000100462
CDKL1	ENSG00000100490
TRIM9	ENSG00000100505
CCDC198	ENSG00000100557
PLEK2	ENSG00000100558
LRRC74A	ENSG00000100565
SAMD15	ENSG00000100583
ISM2	ENSG00000100593
CHGA	ENSG00000100604
SIX4	ENSG00000100625
ASB2	ENSG00000100628
CEP128	ENSG00000100629
SLC10A1	ENSG00000100652
SERPINA4	ENSG00000100665
SLC8A3	ENSG00000100678
TCL1A	ENSG00000100721
BDKRB1	ENSG00000100739
PAPLN	ENSG00000100767
CPNE6	ENSG00000100884
PRORP	ENSG00000100890
REC8	ENSG00000100918
VSX1	ENSG00000100987
GINS1	ENSG00000101003
NINL	ENSG00000101004
SGK2	ENSG00000101049
MYBL2	ENSG00000101057
R3HDML	ENSG00000101074
HNF4A	ENSG00000101076
RIMS4	ENSG00000101098
PABPC1L	ENSG00000101104
SALL4	ENSG00000101115
BMP7	ENSG00000101144
TUBB1	ENSG00000101162
HRH3	ENSG00000101180
NTSR1	ENSG00000101188
SLC17A9	ENSG00000101194
NKAIN4	ENSG00000101198
AVP	ENSG00000101200
COL20A1	ENSG00000101203
CHRNA4	ENSG00000101204
PTK6	ENSG00000101213
SPEF1	ENSG00000101222
ISM1	ENSG00000101230
SEL1L2	ENSG00000101251
SLC52A3	ENSG00000101276
ANGPT4	ENSG00000101280
RSPO4	ENSG00000101282
PROKR2	ENSG00000101292
SNPH	ENSG00000101298
MYLK2	ENSG00000101306
SIRPB1	ENSG00000101307
FERMT1	ENSG00000101311
HAO1	ENSG00000101323
PDYN	ENSG00000101327
TLDC2	ENSG00000101342
PAK5	ENSG00000101349
MROH8	ENSG00000101353
OXT	ENSG00000101405
E2F1	ENSG00000101412
BPI	ENSG00000101425
CST9L	ENSG00000101435
SLC32A1	ENSG00000101438
CST4	ENSG00000101441
SPINT3	ENSG00000101446
EPPIN	ENSG00000101448
SYNDIG1	ENSG00000101463
PIGU	ENSG00000101464
TNNC2	ENSG00000101470
CDH20	ENSG00000101542
ST8SIA5	ENSG00000101638
LAMA1	ENSG00000101680
NOL4	ENSG00000101746
H2BW2	ENSG00000101812
VSIG1	ENSG00000101842
GPR143	ENSG00000101850
MID1	ENSG00000101871
RHOXF1	ENSG00000101883
GUCY2F	ENSG00000101890
ATP1B4	ENSG00000101892
CHRDL1	ENSG00000101938
SUV39H1	ENSG00000101945
PAGE4	ENSG00000101951
GLRA2	ENSG00000101958
MCF2	ENSG00000101977
F9	ENSG00000101981
CACNA1F	ENSG00000102001
SYP	ENSG00000102003
BMX	ENSG00000102010
LUZP4	ENSG00000102021
MTMR8	ENSG00000102043
ZC3H12B	ENSG00000102053
PPP1R2C	ENSG00000102055
KCND1	ENSG00000102057
OPN1LW	ENSG00000102076
SLC25A14	ENSG00000102078
SCML2	ENSG00000102098
RS1	ENSG00000102104
RAB40AL	ENSG00000102128
GATA1	ENSG00000102145
PHEX	ENSG00000102174
GPR50	ENSG00000102195
JADE3	ENSG00000102221
PCYT1B	ENSG00000102230
BRS3	ENSG00000102239
VGLL1	ENSG00000102243
PCDH11X	ENSG00000102290
FGD1	ENSG00000102302
PORCN	ENSG00000102312
ITIH6	ENSG00000102313
SRPX2	ENSG00000102359
ZDHHC15	ENSG00000102383
CENPI	ENSG00000102384
DRP2	ENSG00000102385
TAF7L	ENSG00000102387
NALCN	ENSG00000102452
FGF14	ENSG00000102466
HTR2A	ENSG00000102468
MLNR	ENSG00000102539
CDADC1	ENSG00000102543
KLF5	ENSG00000102554
FGF9	ENSG00000102678
SGCG	ENSG00000102683
ACOD1	ENSG00000102794
MEDAG	ENSG00000102802
OLFM4	ENSG00000102837
MSLN	ENSG00000102854
MT4	ENSG00000102891
TSNAXIP1	ENSG00000102904
ZNF423	ENSG00000102935
CCL22	ENSG00000102962
CCL17	ENSG00000102970
MMP15	ENSG00000102996
CFAP263	ENSG00000103021
PRSS54	ENSG00000103023
HAS3	ENSG00000103044
SMPD3	ENSG00000103056
ESRP2	ENSG00000103067
FA2H	ENSG00000103089
SEC14L5	ENSG00000103184
ABCC1	ENSG00000103222
NOMO3	ENSG00000103226
SLC7A5	ENSG00000103257
RHBDL1	ENSG00000103269
ZP2	ENSG00000103310
MEFV	ENSG00000103313
PRSS33	ENSG00000103355
EARS2	ENSG00000103356
AQP8	ENSG00000103375
CORO7-PAM16	ENSG00000103426
SALL1	ENSG00000103449
TOX3	ENSG00000103460
RPGRIP1L	ENSG00000103494
IL21R	ENSG00000103522
TMC5	ENSG00000103534
SLC6A2	ENSG00000103546
IQCH	ENSG00000103599
CORO2B	ENSG00000103647
AP3B2	ENSG00000103723
ACSBG1	ENSG00000103740
IGDCC4	ENSG00000103742
CEMIP	ENSG00000103888
CEP152	ENSG00000103995
OCA2	ENSG00000104044
TGM5	ENSG00000104055
ENTREP2	ENSG00000104059
SCG3	ENSG00000104112
OIP5	ENSG00000104147
RP1	ENSG00000104237
INTS9	ENSG00000104299
EYA1	ENSG00000104313
TRPA1	ENSG00000104321
CALB1	ENSG00000104327
POP1	ENSG00000104356
DKK4	ENSG00000104371
CCN4	ENSG00000104415
STMN2	ENSG00000104435
GML	ENSG00000104499
PYCR3	ENSG00000104524
ANXA13	ENSG00000104537
NEFM	ENSG00000104722
ADAM2	ENSG00000104755
FGL1	ENSG00000104760
KCNN4	ENSG00000104783
TULP2	ENSG00000104804
DHDH	ENSG00000104808
CGB2	ENSG00000104818
LHB	ENSG00000104826
CGB3	ENSG00000104827
TUBB4A	ENSG00000104833
KCNA7	ENSG00000104848
CKM	ENSG00000104879
ARHGEF18	ENSG00000104880
SLC17A7	ENSG00000104888
RNASEH2A	ENSG00000104889
KLC3	ENSG00000104892
AMH	ENSG00000104899
DKKL1	ENSG00000104901
FCER2	ENSG00000104921
RSPH6A	ENSG00000104941
KIR3DX1	ENSG00000104970
EPHX3	ENSG00000105131
CASP14	ENSG00000105141
SLC1A6	ENSG00000105143
AURKC	ENSG00000105146
CCNE1	ENSG00000105173
LGALS13	ENSG00000105198
CLC	ENSG00000105205
CCNP	ENSG00000105219
SHD	ENSG00000105251
FSD1	ENSG00000105255
OVOL3	ENSG00000105261
ZFR2	ENSG00000105278
CEACAM4	ENSG00000105352
CD79A	ENSG00000105369
LIM2	ENSG00000105370
ICAM4	ENSG00000105371
ICAM5	ENSG00000105376
CEACAM5	ENSG00000105388
CRX	ENSG00000105392
ATP1A3	ENSG00000105409
ZNRF4	ENSG00000105428
GRIN2D	ENSG00000105464
SYNGR4	ENSG00000105467
ODAD1	ENSG00000105479
SIGLEC6	ENSG00000105492
CABP5	ENSG00000105507
HAS1	ENSG00000105509
FAM83E	ENSG00000105523
SPMAP2	ENSG00000105549
FGF21	ENSG00000105550
CACNG7	ENSG00000105605
KLF1	ENSG00000105610
MAST1	ENSG00000105613
SLC5A5	ENSG00000105641
KCNN1	ENSG00000105642
RAB3A	ENSG00000105649
COMP	ENSG00000105664
UPK1A	ENSG00000105668
ETV2	ENSG00000105672
ATP4A	ENSG00000105675
GAPDHS	ENSG00000105679
MAG	ENSG00000105695
TMEM59L	ENSG00000105696
GRIK5	ENSG00000105737
PIK3CG	ENSG00000105851
ITGB8	ENSG00000105855
DNAH11	ENSG00000105877
DLX5	ENSG00000105880
STEAP1B	ENSG00000105889
PALS2	ENSG00000105926
ATP6V0A4	ENSG00000105929
NPVF	ENSG00000105954
MET	ENSG00000105976
RNF32	ENSG00000105982
WNT2	ENSG00000105989
HOXA1	ENSG00000105991
HOXA2	ENSG00000105996
HOXA3	ENSG00000105997
HOXA6	ENSG00000106006
ANKRD7	ENSG00000106013
VIPR2	ENSG00000106018
HOXA13	ENSG00000106031
EVX1	ENSG00000106038
COBL	ENSG00000106078
STX1A	ENSG00000106089
CRHR2	ENSG00000106113
GHRHR	ENSG00000106128
CCL24	ENSG00000106178
NPTX2	ENSG00000106236
PTPRZ1	ENSG00000106278
HYAL4	ENSG00000106302
SPAM1	ENSG00000106304
TFR2	ENSG00000106327
FSCN3	ENSG00000106328
PAX4	ENSG00000106331
FBXO24	ENSG00000106336
PPP1R17	ENSG00000106341
MOGAT3	ENSG00000106384
NOBOX	ENSG00000106410
MYL10	ENSG00000106436
SFRP4	ENSG00000106483
ACTR3C	ENSG00000106526
POU6F2	ENSG00000106536
MYL7	ENSG00000106631
GCK	ENSG00000106633
GALNTL5	ENSG00000106648
CLIP2	ENSG00000106665
SPATA6L	ENSG00000106686
SLC1A1	ENSG00000106688
CNTNAP3	ENSG00000106714
PRUNE2	ENSG00000106772
OGN	ENSG00000106809
LHX6	ENSG00000106852
DNM1	ENSG00000106976
RLN1	ENSG00000107018
ELAVL2	ENSG00000107105
NCS1	ENSG00000107130
KCNT1	ENSG00000107147
CA9	ENSG00000107159
TYRP1	ENSG00000107165
LHX3	ENSG00000107187
PIP5K1B	ENSG00000107242
SH3GL2	ENSG00000107295
DNTT	ENSG00000107447
CUBN	ENSG00000107611
CDH23	ENSG00000107736
TLX1	ENSG00000107807
KAZALD1	ENSG00000107821
FGF8	ENSG00000107831
PITX3	ENSG00000107859
DKK1	ENSG00000107984
EBF3	ENSG00000108001
SORCS1	ENSG00000108018
DNAJC12	ENSG00000108176
LGI1	ENSG00000108231
CYP2C18	ENSG00000108242
CRYBA1	ENSG00000108255
RUNDC3A	ENSG00000108309
CSF3	ENSG00000108342
RAPGEFL1	ENSG00000108352
RNF43	ENSG00000108375
WNT3	ENSG00000108379
ASPA	ENSG00000108381
KRT37	ENSG00000108417
ENO3	ENSG00000108515
CHRNE	ENSG00000108556
SLC6A4	ENSG00000108576
ALDH3A1	ENSG00000108602
ASIC2	ENSG00000108684
CCL1	ENSG00000108702
PEX12	ENSG00000108733
KRT32	ENSG00000108759
HSD17B1	ENSG00000108786
DLX4	ENSG00000108813
PTGES3L-AARSD1	ENSG00000108825
RND2	ENSG00000108830
ALOX12	ENSG00000108839
PPY	ENSG00000108849
MPP2	ENSG00000108852
CACNG1	ENSG00000108878
EFNB3	ENSG00000108947
DPH1	ENSG00000108963
RCVRN	ENSG00000109047
MYH1	ENSG00000109061
MYH3	ENSG00000109063
FOXN1	ENSG00000109101
PHOX2B	ENSG00000109132
GABRA4	ENSG00000109158
GNRHR	ENSG00000109163
UGT2B10	ENSG00000109181
CWH43	ENSG00000109182
SULT1E1	ENSG00000109193
ODAM	ENSG00000109205
SMR3A	ENSG00000109208
NMU	ENSG00000109255
CRACD	ENSG00000109265
PF4V1	ENSG00000109272
UCP1	ENSG00000109424
IL2	ENSG00000109471
ANXA10	ENSG00000109511
AADAT	ENSG00000109576
CPZ	ENSG00000109625
SLC2A9	ENSG00000109667
NEIL3	ENSG00000109674
TBC1D19	ENSG00000109680
CLNK	ENSG00000109684
NKX3-2	ENSG00000109705
GLRB	ENSG00000109738
HGFAC	ENSG00000109758
LRP2BP	ENSG00000109771
FAM149A	ENSG00000109794
NCAPG	ENSG00000109805
PPARGC1A	ENSG00000109819
DDX25	ENSG00000109832
DBX1	ENSG00000109851
TECTA	ENSG00000109927
JHY	ENSG00000109944
B3GAT1	ENSG00000109956
P2RX3	ENSG00000109991
NRXN2	ENSG00000110076
CCKBR	ENSG00000110148
HPX	ENSG00000110169
FOLR3	ENSG00000110203
PANX1	ENSG00000110218
APOA5	ENSG00000110243
APOA4	ENSG00000110244
UPK2	ENSG00000110375
KIAA1549L	ENSG00000110427
SLC1A2	ENSG00000110436
SCGB2A2	ENSG00000110484
NAA40	ENSG00000110583
SLC35F2	ENSG00000110660
C11orf21	ENSG00000110665
ELMOD1	ENSG00000110675
CALCA	ENSG00000110680
EXPH5	ENSG00000110723
POU2AF1	ENSG00000110777
PTPN5	ENSG00000110786
ASIC1	ENSG00000110881
DAO	ENSG00000110887
TSPAN11	ENSG00000110900
IL23A	ENSG00000110944
SYT10	ENSG00000110975
CYP27B1	ENSG00000111012
MYF6	ENSG00000111046
MYF5	ENSG00000111049
GLI1	ENSG00000111087
SLC6A12	ENSG00000111181
WNT5B	ENSG00000111186
TRPV4	ENSG00000111199
FOXM1	ENSG00000111206
PRR4	ENSG00000111215
PRMT8	ENSG00000111218
FGF6	ENSG00000111241
MYL2	ENSG00000111245
RAD51AP1	ENSG00000111247
CUX2	ENSG00000111249
AKAP3	ENSG00000111254
KCNA1	ENSG00000111262
GPRC5D	ENSG00000111291
GSG1	ENSG00000111305
RASAL1	ENSG00000111344
ENDOU	ENSG00000111405
FZD10	ENSG00000111432
ADGRD1	ENSG00000111452
IL26	ENSG00000111536
IFNG	ENSG00000111537
TIMELESS	ENSG00000111602
GNB3	ENSG00000111664
SLCO1B3	ENSG00000111700
APOBEC1	ENSG00000111701
NANOG	ENSG00000111704
GYS2	ENSG00000111713
ST8SIA1	ENSG00000111728
AICDA	ENSG00000111732
ENSG00000111780	ENSG00000111780
RFX4	ENSG00000111783
FRK	ENSG00000111816
RSPH4A	ENSG00000111834
MAK	ENSG00000111837
ADTRP	ENSG00000111863
FAM184A	ENSG00000111879
GABRR2	ENSG00000111886
UST	ENSG00000111962
ULBP1	ENSG00000111981
OPRM1	ENSG00000112038
FANCE	ENSG00000112039
TULP1	ENSG00000112041
SLC26A8	ENSG00000112053
RHAG	ENSG00000112077
IL17A	ENSG00000112115
IL17F	ENSG00000112116
MDGA1	ENSG00000112139
GLP1R	ENSG00000112164
BACH2	ENSG00000112182
TREML2	ENSG00000112195
TSPO2	ENSG00000112212
GPR63	ENSG00000112218
KHDRBS2	ENSG00000112232
PRDM13	ENSG00000112238
SIM1	ENSG00000112246
HDGFL1	ENSG00000112273
BVES	ENSG00000112276
COL9A1	ENSG00000112280
GPLD1	ENSG00000112293
ALDH5A1	ENSG00000112294
EYA4	ENSG00000112319
NR2E1	ENSG00000112333
SLC17A2	ENSG00000112337
ARFGEF3	ENSG00000112379
SLC16A10	ENSG00000112394
OR12D3	ENSG00000112462
UNC93A	ENSG00000112494
SLC22A2	ENSG00000112499
PACRG	ENSG00000112530
C6orf118	ENSG00000112539
MDFI	ENSG00000112559
GUCA1B	ENSG00000112599
PRPH2	ENSG00000112619
IMPG1	ENSG00000112706
TTK	ENSG00000112742
CCN6	ENSG00000112761
PRSS16	ENSG00000112812
MEP1A	ENSG00000112818
TBX18	ENSG00000112837
PCDHB2	ENSG00000112852
CEP72	ENSG00000112877
KIF20A	ENSG00000112984
SLC4A9	ENSG00000113073
LOX	ENSG00000113083
CDH9	ENSG00000113100
HAND1	ENSG00000113196
PCDHB3	ENSG00000113205
PCDHB5	ENSG00000113209
PCDHB6	ENSG00000113211
PCDHB7	ENSG00000113212
PCDHB15	ENSG00000113248
HAVCR1	ENSG00000113249
GRM6	ENSG00000113262
ITK	ENSG00000113263
THBS4	ENSG00000113296
IL12B	ENSG00000113302
BTNL8	ENSG00000113303
GABRG2	ENSG00000113327
SLC27A6	ENSG00000113396
IRX4	ENSG00000113430
AGXT2	ENSG00000113492
IL4	ENSG00000113520
IL5	ENSG00000113525
FGF1	ENSG00000113578
C9	ENSG00000113600
CDX1	ENSG00000113722
UNC5A	ENSG00000113763
CNTN3	ENSG00000113805
KNG1	ENSG00000113889
HRG	ENSG00000113905
CLDN16	ENSG00000113946
ARL6	ENSG00000113966
RBP2	ENSG00000114113
GRK7	ENSG00000114124
SERPINI2	ENSG00000114204
LRRC31	ENSG00000114248
COL7A1	ENSG00000114270
GNAT1	ENSG00000114349
USP9Y	ENSG00000114374
HHLA2	ENSG00000114455
MORC1	ENSG00000114487
ROPN1B	ENSG00000114547
UPK1B	ENSG00000114638
CSPG5	ENSG00000114646
CFAP92	ENSG00000114656
NEK11	ENSG00000114670
HEMK1	ENSG00000114735
PEX5L	ENSG00000114757
AADAC	ENSG00000114771
ABHD14A-ACY1	ENSG00000114786
PLCH1	ENSG00000114805
ZBTB47	ENSG00000114853
TNNC1	ENSG00000114854
CLCN2	ENSG00000114859
NEK4	ENSG00000114904
SLC4A3	ENSG00000114923
IL1A	ENSG00000115008
CCL20	ENSG00000115009
KCNIP3	ENSG00000115041
ZAP70	ENSG00000115085
OTOF	ENSG00000115155
CENPA	ENSG00000115163
SLC30A3	ENSG00000115194
ITGB6	ENSG00000115221
ASB3	ENSG00000115239
PCSK4	ENSG00000115257
GCG	ENSG00000115263
APC2	ENSG00000115266
GRB14	ENSG00000115290
TLX2	ENSG00000115297
GALNT3	ENSG00000115339
TACR1	ENSG00000115353
ACADL	ENSG00000115361
EVA1A	ENSG00000115363
REG1A	ENSG00000115386
DNAH6	ENSG00000115423
KCNJ13	ENSG00000115474
NEU2	ENSG00000115488
OTX1	ENSG00000115507
PLCD4	ENSG00000115556
ZNF142	ENSG00000115568
PRKAG3	ENSG00000115592
SMYD1	ENSG00000115593
IL1RL2	ENSG00000115598
SLC9A2	ENSG00000115616
ABCB6	ENSG00000115657
SLC5A7	ENSG00000115665
TPO	ENSG00000115705
DLX2	ENSG00000115844
LCT	ENSG00000115850
LINC02566	ENSG00000115934
KISS1R	ENSG00000116014
CD207	ENSG00000116031
GRIN3B	ENSG00000116032
VAX2	ENSG00000116035
ATP6V1B1	ENSG00000116039
PRRX1	ENSG00000116132
TNR	ENSG00000116147
MORN1	ENSG00000116151
TPSG1	ENSG00000116176
PAPPA2	ENSG00000116183
NPHS2	ENSG00000116218
CHD5	ENSG00000116254
ELAPOR1	ENSG00000116299
OPRD1	ENSG00000116329
TRIM62	ENSG00000116525
DLGAP3	ENSG00000116544
PRG4	ENSG00000116690
PDC	ENSG00000116703
SLC35D1	ENSG00000116704
PLA2G4A	ENSG00000116711
PRAMEF1	ENSG00000116721
PRAMEF12	ENSG00000116726
RPE65	ENSG00000116745
AMPD1	ENSG00000116748
CTH	ENSG00000116761
AGMAT	ENSG00000116771
TNNI3K	ENSG00000116783
CFHR3	ENSG00000116785
TFAP2E	ENSG00000116819
HAO2	ENSG00000116882
NT5C1A	ENSG00000116981
HPCAL4	ENSG00000116983
BMP8B	ENSG00000116985
MYCL	ENSG00000116990
ZP4	ENSG00000116996
KMO	ENSG00000117009
KCNQ4	ENSG00000117013
ST6GALNAC5	ENSG00000117069
ACTL8	ENSG00000117148
PLA2G2D	ENSG00000117215
CR2	ENSG00000117322
CDC20	ENSG00000117399
MPL	ENSG00000117400
PTCH2	ENSG00000117425
CCDC181	ENSG00000117477
MROH9	ENSG00000117501
FASLG	ENSG00000117560
TNFSF4	ENSG00000117586
HSD11B1	ENSG00000117594
PLPPR5	ENSG00000117598
PLPPR4	ENSG00000117600
SERPINC1	ENSG00000117601
PROX1	ENSG00000117707
SLC5A9	ENSG00000117834
CHRNB4	ENSG00000117971
MUC5B	ENSG00000117983
A4GNT	ENSG00000118017
TREH	ENSG00000118094
MMP8	ENSG00000118113
ZNF541	ENSG00000118156
SLC8A2	ENSG00000118160
KIF14	ENSG00000118193
TNNT2	ENSG00000118194
CRYGD	ENSG00000118231
MREG	ENSG00000118242
TNP1	ENSG00000118245
CA14	ENSG00000118298
DNAI7	ENSG00000118307
ATP10B	ENSG00000118322
USP35	ENSG00000118369
ELOVL4	ENSG00000118402
CNR1	ENSG00000118432
SPACA1	ENSG00000118434
ZC2HC1B	ENSG00000118491
ADGB	ENSG00000118492
MYB	ENSG00000118513
ALDH8A1	ENSG00000118514
PMFBP1	ENSG00000118557
GHRH	ENSG00000118702
OLFM3	ENSG00000118733
PPL	ENSG00000118898
HS1BP3	ENSG00000118960
FGF23	ENSG00000118972
DNAH7	ENSG00000118997
SATB2	ENSG00000119042
TRPM6	ENSG00000119121
GDA	ENSG00000119125
TJP2	ENSG00000119139
TRIM67	ENSG00000119283
GALNT12	ENSG00000119514
ONECUT2	ENSG00000119547
PROX2	ENSG00000119608
VSX2	ENSG00000119614
BBOF1	ENSG00000119636
ACOT2	ENSG00000119673
PPP4R4	ENSG00000119698
ZC2HC1C	ENSG00000119703
GPR68	ENSG00000119714
ESRRB	ENSG00000119715
ZNF410	ENSG00000119725
GPR75	ENSG00000119737
KLHL29	ENSG00000119771
TECTB	ENSG00000119913
ELOVL3	ENSG00000119915
NKX2-3	ENSG00000119919
PPP1R3C	ENSG00000119938
CNNM1	ENSG00000119946
PRLHR	ENSG00000119973
AVPI1	ENSG00000119986
KCNIP2	ENSG00000120049
CFAP58	ENSG00000120051
CPN1	ENSG00000120054
C10orf95	ENSG00000120055
SFRP5	ENSG00000120057
HOXB8	ENSG00000120068
CRHR1	ENSG00000120088
HOXB1	ENSG00000120094
MSX2	ENSG00000120149
EQTN	ENSG00000120160
INSL6	ENSG00000120210
INSL4	ENSG00000120211
MLANA	ENSG00000120215
CD274	ENSG00000120217
IFNA6	ENSG00000120235
IFNA8	ENSG00000120242
GRIA2	ENSG00000120251
